A Republican strategy to counter the re-election of Obama 	Una estrategia republicana para obstaculizar la reelección de Obama
Participants of the protest that began at 6.30 a.m. on Thursday near the McDonald's on 40th street and Madison Avenue demanded that cashiers and cooks of the fast food chain be paid at least 15 dollars/hour, i.e. more than double their present wages.	Los participantes en las protestas, que comenzaron a las 6:30 de la mañana del jueves en el McDonald's de la 40th Street y Madison Avenue, exigieron que a los cajeros y cocineros de comida rápida se les empiece a pagar por lo menos 15$ por hora, o sea, que se les duplique su salario mínimo actual.
They also demanded the creation of unions in the fast food industry.	También exigieron que en el sector de la comida rápida se creen sindicatos de trabajadores.
American law prohibits the administration from preventing this or punishing activists of the union movement by nagging or firing.	La ley de los EE.UU. prohíbe a la administración impedirles este derecho y castigar a los activistas del movimiento sindical con argucias y despidos.
On the other hand, the administration does not often ease their life.	Por otra parte, rara vez la administración les facilita la vida.
But for objective reasons it is hard to cover fast food with a union.	Pero, por razones objetivas, es fácil que los sindicatos abarquen el sector de comida rápid.
One of them is the unusual turnover of employees.	Una de las principales es la excesiva rotación del personal.
Disagreeing	Discordantes
Noisy protests began on this day in a number of other cheap restaurants in Manhattan.	Ruidosas protestas tuvieron lugar ese mismo día en otros restaurantes baratos de Manhattan.
The highlight of the action was the afternoon meeting near McDonald's by Times Square, where several local democratic politicians spoke out. One of them, Jumaane Williams, said: "McDonald's claims it sells billions of portions, and despite this it doesn't even give you sick days or pay you for honest work!"	La culminación de la acción tuvo lugar a mitad del mitin en el McDonald's situado cerca de Times Square, en el que participaron varios políticos demócratas locales, en particular el miembro del Consejo Municipal de la ciudad Jumaane Williams, que dijo: "McDonald's dice que está vendiendo miles de millones de porciones, y luego ni siquiera te da un hospital ni te paga por tu trabajo honesto".
Demonstrators were supported by other prominent NY democrats, like Bill de Blasio, a candidate for NY city mayor, who said: "We need to voice our joint support for the fast food employees, so that they can achieve fair wages and economic wellbeing, which every New Yorker deserves!."	Los manifestantes recibieron el apoyo de otros destacados demócratas de Nueva York, por ejemplo del candidato a alcalde de la ciudad Bill de Blasio, que dijo que "debemos apoyar a los trabajadores del sector de comida rápida para que logren recibir salarios justos y la prosperidad económica que se merece cada neoyorkino".
According to the New York Times, this was the biggest action of this kind in the history of the American fast food industry.	Como lo describió el periódico New York Times, esta ha sido la mayor manifestación de este tipo en la historia americana de la comida rápida.
But only a few hundred people took part in it, and many of them were not fast food employees, which comprise tens of thousands of people in New York.	Pero en ella participaron sólo unos pocos cientos de personas, incluso no todos ellos eran empleados del servicio de comida rápida, en el que trabakan decenas de miles de personas de Nueva York.
It is unclear right now whether this will spark a mass movement.	Aún no está claro si esto servirá de chispa para provocar un movimiento masivo.
"At the moment, the mind cannot be deceived too well"	"Por ahora, engañar al cerebro no resulta tan fácil"
Among modern technology fans a popular topic is augmented reality, lately seen primarily through the prism of special glasses.	El tema de la realidad aumentada, tan popular entre los aficionados a las tecnologías modernas, últimamente se percibe con normalidad principalmente a través del prisma de gafas especiales.
At first, a functional model was shown by Google in the summer, at its annual conference. Then, in November, it was announced that Microsoft filed an application for patent too.	A inicios del verano, en su conferencia anual Google demostró un modelo en movimiento y posteriormente, en noviembre, se supo que Microsoft había presentado también una solicitud para reclamar la correspondiente patente.
However, according to the conversation with the leader of the group of interactive 3D technologies in the Cambridge laboratory of Microsoft, Shahram Izadi, glasses are a thing of the past for scientists in this company.	Sin embargo, de una conversación con el jefe del grupo de tecnología interactiva 3D en el laboratorio de Microsoft de Cambridge, Izadi Sharamom, se dilucidó que para los científicos de dicha compañía, las gafas ya pertenecían a una etapa pasada.
They are drawn by the prospect of manipulating virtual objects in the air with bare hands, creating virtual open spaces.	A ellos les atrae la perspectiva de la manipulación de objetos virtuales en el aire con las manos desnudas y la creación de espacios virtuales abiertos.
- Please tell us, in simple terms, about the work your research group does.	- Por favor, en términos generales, ¿cuál es el objeto de estudio de su grupo de investigación?
- We work on the interaction of people with machines, at the same time trying to expand the boundaries of this interaction.	- Nos dedicamos a la interacción persona-ordenador, pero además tratamos de ampliar los límites de esta interacción.
While people in general are stuck at working with pixels on a flat screen and sometimes pointing fingers at them.	Por ahora la humanidad en su gran masa ha quedado atrapada en la etapa de trabajo con los píxeles de la pantalla plana, a veces la toca con el dedo.
We want to look 5-10 years into the future and predict cardinal changes in this interaction.	Pero nosotros queremos mirar 5-10 años adelante y adivinar los cambios cardinales en esta interacción.
For example, Xbox and Kinect sensors are a step forward. Almost no Xbox is sold without Kinect today, because everyone likes control by gestures.	Por ejemplo, la consola Xbox y los sensores Kinect representan un paso adelante y hoy en día ningún Xbox se vende sin Kinect, ya que a todos les interesa el control por gestos.
