28-Year-Old Chef Found Dead at San Francisco Mall	28 Yaşındaki Aşçı San Francisco Alışveriş Merkezinde Ölü Bulundu
Here is what she does know: The Americans are 4-0 in the Olympic tournament and are tied for first place in their group with Britain, which remained unbeaten after defeating Japan, 2-0, on Thursday.	Bildiği ise şu: Amerikalılar Olimpiyat turnuvasında 4-0 önde ve Perşembe günü Japonya'yı 2-0 yenmesi sonrasında namağlup olarak yoluna devam eden Britanya ile gruptaki ilk sırayı paylaşmaktadır.
Britain and the United States will meet on Saturday in the last game of the first round.	Britanya ve Amerika Birleşik Devletleri, Cumartesi günü ilk turun son oyunu için karşı karşıya gelecek.
Both teams have qualified for the quarter finals, and the game will decide who finishes first in their six-team bracket and who finishes second.	Her iki takım da çeyrek finale çıkmaya hak kazandı ve maç, altı takımlık grubun maçlarını kimin birinci ve kimin ikinci bitireceğini belirleyecek.
The first-place finisher will avoid the powerful Dutch, the leaders of the other bracket, for a bit longer when the quarter finals begin.	Grup maçlarını birinci bitiren takım, çeyrek finaller başladığında başka bir grubun lideri olan güçlü Hollanda ekibi ile biraz daha uzun bir süre karşı karşıya gelmeyecek.
However Saturday's game turns out, the Americans have created a stir with their surprising run here, four years after finishing last among 12 teams at the London Games.	Ancak Cumartesi günkü maç sonrasında Amerikalılar, 12 takım arasından sonuncu geldikleri Londra Olimpiyatları'ndan sonra burada şaşırtıcı bir ilerleme göstererek sansasyon yarattı.
Bam was on that team.	Bam bu takımdaydı.
She grew up in Blue Bell, Pa., first picked up a field hockey stick when she was 3 (her twin older sisters played the sport at Drexel) and joined the national team when she was 16, becoming its youngest player ever.	Kendisi Blue Bell, Pa.'da büyüdü; çim hokeyi sopasını eline ilk aldığında 3 yaşındaydı (ikiz ablaları Drexel'de bu sporla ilgileniyormuş) ve 16 yaşında milli takıma katılarak takımın en genç oyuncusu oldu.
She missed out on the 2008 Olympics when she did not make the cut for the final roster.	Son kadroya giremediği için 2008 Olimpiyatlarını kaçırdı.
Then came 2012, when nothing much went right for her and her teammates.	Daha sonra kendisi ve takım arkadaşları için çoğu şeyin yolunda gitmediği 2012 yılı geldi.
The next year, Craig Parnham, an Englishman, was named the coach, and things began to change.	Sonraki yıl, bir İngiliz antrenör Craig Parnham göreve getirildi ve işler değişmeye başladı.
"A cultural change, a mental change, a physical change," Bam said.	Bam "Kültürel bir değişiklik, zihinsel bir değişiklik, fiziksel bir değişiklik" diyor.
We didn't have the work rate in London that we have now.	Artık Londra'daki gibi çalışmıyoruz.
We've made a complete turnaround.	Tamamen dönüşümden geçtik.
On Thursday night, Bam opened the scoring in the first half with a backhand shot from close in.	Perşembe gecesi, Bam, yakından ters bir vuruş ile ilk yarının ilk sayısını aldı.
India had come into the game without a victory in the tournament, but the team proved surprisingly tough and kept the score 1-0 until late in the third period, when Bam took charge.	Hindistan turnuvada henüz bir galibiyet almamıştı ancak takım şaşırtıcı düzeyde dayanıklılık göstererek Bam'in devreye girdiği üçüncü çeyreğe kadar skoru 1-0 olarak korumayı başardı.
She made a long run with the ball down the left side of the field, then curled into the middle and whipped the ball into the goal to give the Americans a 2-0 lead.	Sahanın solundan topla uzun bir koşu yaptı ve daha sonra ortaya kıvrılarak topu kaleye attı ve Amerikalıları 2-0 öne geçirdi.
Melissa Gonzalez added the final goal midway through the fourth period.	Melissa Gonzales, dördüncü çeyreğin ortalarına doğru son golü attı.
The shutout was the first of the tournament for the United States goalie, Jackie Briggs, who had allowed one goal in each of the first three victories.	Bu, ilk üç zaferde birer gole izin veren Amerika Birleşik Devletleri kalecisi Jackie Briggs'in, turnuvada gol yemediği ilk maçtı.
She is on a roll.	Şansı açıldı.
So is Bam.	Bam'in de öyle.
"We're in a good place right now," Parnham said, but just how good it is will depend on the result of Saturday's game.	Parnham "Şu an iyi bir yerdeyiz" dedi ancak bu yerin ne kadar iyi olduğu Cumartesi günkü maçın sonucuna bağlı.
Amid the Fury of the Olympics, the Zen of the Trampoline	Olimpiyat Hırsının Ortasında Trambolin Dinginliği
Wherever you are, whatever time it is, it is the Olympics.	Nerede olursanız olun, saat kaç olursa olsun, Olimpiyatlar devam ediyor.
The events in Rio de Janeiro feel constant and inescapable, a furious relay of competition and striving.	Rio de Janeiro'daki etkinlikler hırs dolu bir rekabet ve çalışmayı temsil ediyor ve sanki hiç bitmeyecek ya da kaçınılamayacak gibi.
It is as if the Olympic torch itself were a flaming baton, passed from archer to swimmer to gymnast to triathlete.	Olimpiyat meşalesinin kendisi yüzücüden, jimnastikçiye oradan triatloncuya iletilen bir alevli baton gibi.
You can't turn on a television, read a newspaper or listen in on your neighbor's conversation in a coffee-shop line without hearing about Simone Biles, Katie Ledecky or the feud between Michael Phelps and Chad le Clos.	Simone Biles, Katie Ledecky veya Michael Phelps ve Chad le Clos arasındaki çekişme hakkında bir şey duymadan televizyon izleyemiyor, gazete okuyamıyor ya da bir kafede komşunuzun söylediklerine kulak veremiyorsunuz.
And then there is Logan Dooley.	Ve Logan Dooley de var.
Mr. Dooley, a first-time Olympian and a dimpled heartthrob in the making, may well be among those household names being showcased in prime time, buoyed by sponsorships and feel-good TV commercials, if he were a swimmer, a gymnast or even a fencer.	İlk defa Olimpiyatlara katılan Bay Dooley, sponsorluklar ve kendinizi iyi hissetmenizi öğütleyen TV reklamları arasında adeta bir yüzücü, jimnastikçi veya eskrimci gibi gamzeli bir kalp atışı yumağı, prime time saatlerinde gösterilen adlardan biri olabilir.
But Mr. Dooley, 28, of Lake Forest, Calif., is competing for the gold in Olympic trampoline.	Ancak Lake Forest, Kaliforniya'dan Bay Dooley (28) Olimpiyatlarda trambolinde altın madalya için mücadele ediyor.
The Olympic flame does not illuminate each event equally.	Olimpiyat alevi her etkinliği eşit seviyede aydınlatmıyor.
Further from the center, partly in shadow, are those sports not universally acknowledged: air-pistol shooting, archery, badminton, taekwondo.	Merkezden uzakta, kısmen gölgede evrensel olarak tanınmayan sporlar var: havalı tüfek atıcılığı, okçuluk, badminton, tekvando.
We will always have the breaststroke, and long may it reign.	Her zaman kurbağalama bizimle olacak, uzun süre de olması dileğiyle.
But if I may make a modest case for my particular favorite, let me call attention to the discreet charm of the trampoline.	Ancak kişisel olarak en sevdiğimi belirtmem gerekirse, trambolinin gizli büyüsüne dikkat çekmek isterim.
Though trampoline has been an Olympic event since 2000, when it debuted at the Sydney Games, it has spent the intervening 16 years so barely acknowledged that many I surveyed did not realize it was an Olympic sport at all.	Her ne kadar trambolin Sidney oyunlarında tanıtıldığı 2000 yılından beri bir Olimpiyat etkinliği olarak tanınıyor olsa da aradaki 16 yılda sorduğum çok az kişi bunun bir Olimpiyat sporu olduğunun farkına varmamıştı.
This may be a regional ignorance.	Bu bölgesel bir cehalet olabilir.
Despite sending athletes to compete, the United States has never won a medal in trampoline and did not have an athlete advance to the finals until 2012.	Amerika Birleşik Devletleri, yarışması için atletleri gönderse de trambolinde hiç madalya kazanmadı ve 2012 yılına kadar finallere yükselen bir yarışmacısı olmamıştı.
The Chinese and the Russians tend to split the prizes for the men, and the Chinese and the Canadians for the women.	Erkeklerde ödülleri Çinliler ve Ruslar, kadınlarda ise Çinliler ve Kanadalılar paylaşma eğilimindeydi.
Dong Dong of China and Rosie MacLennan of Canada will be defending their London gold medals this year.	Çin'den Dong Dong ve Kanada'dan Rosie MacLennan bu yıl Londra'da aldıkları altın madalyaları korumaya çalışacak.
But there is an underdog charm to trampoline, in part because it sounds, to the unenlightened ear, fitter for clown college than the Olympics.	Ancak trambolin adeta mazlum bir etkinlik olarak dikkat çekiyor; bunun nedeni kısmen bilinçsiz kulaklarda Olimpiyatlar yerine palyaço okuluna layık olduğunun düşünülmesi olabilir.
Here I should confess that I am no expert, just an earthbound enthusiast.	Burada uzman olmadığımı itiraf etmeliyim, sadece konuya ilgim var.
It does have comic potential - the cartoon quaver of its never-ending bounce - but also the grace of gymnastics and diving, the two sports it essentially combines.	Komik bir potansiyeli var (asla sonlanmayan sıçramanın yarattığı çizgi film benzeri titreme gibi) ancak temelde bir araya getirdiği iki spor olan jimnastik ve dalışın zarafetini de yansıtıyor.
The word "trampoline" derives from the Spanish el trampolín, meaning "diving board."	"Trambolin" kelimesi, İspanyolca el trampolin kelimesinden geliyor; bu da "tramplen" anlamını taşıyor.
Aspiring champions jump on a giant trampoline, shooting up to nearly 30 feet in the air, and are called upon to perform a series of tumbling moves (twists, pikes and somersaults) before eventually landing on their feet.	Şampiyon adayları büyük bir trambolinde neredeyse havadan 30 fit yükseğe sıçrıyor ve kendilerinden ayaklarının üzerine inmeden önce bir dizi hareket (burkma, pike ve salto) yapmaları isteniyor.
They are judged on execution, difficulty and "flight time," according to the official Olympic program.	Resmi Olimpiyat programına göre icra, zorluk ve "uçuş süresine" göre değerlendiriliyorlar.
Thirty-two athletes from 17 countries, 16 men and 16 women, will compete in Rio.	Rio'da 17 ülkeden 16 erkek, 16 kadın olmak üzere otuz iki atlet mücadele edecek.
The most common Olympic vector is straight ahead.	Olimpiyatlarda en sık görülen ilerleme doğrudan ileri olandır.
Medal hopefuls must go farther, faster, up and over, in their quest for gold, sometimes to the finish, other times back and forth up and down the court.	Madalya almayı umanlar, altın arayışlarında bazı durumlarda bitiş noktasına kadar, bazı durumlarda da geri ileri, yukarı aşağı hareketlerle daha uzağa, daha hızlı ve daha yukarı çıkmalı.
They are chasing not only the finish line or the starting wall but also, in the televised coverage, another taunting line: that of the world, or Olympic, record.	Sadece bitiş çizgisi ya da başlangıç duvarı peşinde değiller, aynı zamanda televizyonda yayında başka bir zorlu çizgi var; dünya veya Olimpiyat rekoru.
This single-minded pursuit is noble, admirable, even fanatic - and it is enough to bring even a spectator to tears.	Bu azimli çaba asil, imrenilesi ve hatta aşırı düzeylerde; bir izleyiciyi bile gözyaşlarına boğmak için yeterli.
But it is also what I find slightly exhausting about even watching the Games.	Ancak bu, tam da Oyunları izlerken hafif yorucu bulduğum özelliklerden.
From this, trampoline offers a respite.	Trambolin, tüm bunlara bir ara verebilmenizi sağlıyor.
The trampoliner's vector is up.	Trambolindekiler yukarı doğru hareket eder.
Forward motion is not the goal.	Hedefleri ileri yönde hareket değildir.
He or she rebounds, seeming weightless as an astronaut, going up, then down, then effortlessly up again.	Yukarı doğru sıçrar, astronot gibi ağırlıksız görünerek yukarı çıkar, aşağı iner ve yeniden zahmetsizce yukarı çıkar.
