Breaking news: Our Cosmic Visitor Huge Asteroid 2014 JO25	Son dakika: Kozmik Ziyaretçimiz Dev Asteroit 2014 JO25
The underbidding range for the subsequent auction was set to 0.01 cents.	Açık eksiltme aralığı ise 0.01 cent olarak belirlendi.
After the start of the tender, some joint-venture groups including Enercon, Gold Wind, GE, Senvion and Vestas decided not to take part in the underbidding auction.	İhale başladıktan sonra Enercon, Gold Wind, GE, Senvion ve Vestas'ın içinde yer aldığı ortak girişim grupları açık eksiltmeye katılmama kararı aldı.
Groups including Siemens, Nordex and Mingyang competed in the underbidding.	Açık eksiltmede Siemens, Nordex ve Mingyang'ın yer aldığı gruplar yarıştı.
Upon withdrawl of Nordex’s group, MingYang-Ilk Insaat and Siemens-Turkerler-Kalyon became the two remaining in the tender.	Nordex'in olduğu konsorsiyumun da çekilmesinin ardından MingYang-İlk İnşaat ve Siemens-Türkerler-Kalyon son ikiye kaldı.
MingYang-Ilk Insaat took eleven recesses.	MingYang-İlk İnşaat 11 kez mola aldı.
Siemens-Turkerler-Kalyon Energy consortium took no recesses.	Siemens-Türkerler-Kalyon Enerji konsorsiyumu hiç mola kullanmadı.
The Minister of Energy and Natural Resources, Berat Albayrak, commented: This is a record-breaking day for Turkey.	Enerji ve Tabii kaynaklar Bakanı Berat Albayrak: Türkiye için rekor günü.
The underbidding auction continued for thirty rounds.	Açık eksiltme 30 tur devam etti.
The winner of the strong contest between the two consortia was the Siemens-Turkerler-Kalyon joint-venture group, with the lowest bid offer of 3.48 USD cents/Kilowatt-hour.	İki konsorsiyum arasındaki yoğun çekişmenin galibi ise 3.48 dolar sent/ kilovatsaat ile en düşük teklifi veren Siemens-Türkerler-Kalyon ortak girişim grubu oldu.
While the consortium tendered a bid offer of 3.49 USD cents/Kilowatt-Hour, it then lowered its bid to 3.48 USD cents/Kilowatt-hour upon request of the tender commission, chaired by the Deputy Undersecretary, Alparslan Bayraktar.	Konsorsiyum ihalede 3.49 dolar sent/kilovatsaatlik teklif verirken, Müsteşar Yardımcısı Alparslan Bayraktar'ın başkanlığındaki ihale komisyonunun talebiyle teklifini 3.48'e çekti.
The two-hour YEKA tender resulted in a world record for Turkey.	İki saat süren YEKA ihalesindeki sonuçla Türkiye bir dünya rekoru elde etti.
The bid offer of 3.48 USD cents per kilowatt-hour broke the previous world record as the lowest figure.	İhalede teklif edilen kilovatsaat başına 3.48 dolar/cent dünyanın bu alandaki en düşük rakamı olarak tarihe geçti.
The record had been held by Mexico with 3.84 USD cents per kilowatt-hour.	Bir önceki rekor kilovatsaat başına 3.84 dolar/cent ile Meksika'nın elinde bulunuyordu.
Upon completion of the tender, the Minister of Energy and Natural Resources, Berat Albayrak, held a press conference at which he stressed that the German company Siemens had presented an important message for the region and for the world "When we look back at 200 years of historical cooperation between Turkey and Germany, I believe that this result will make a significant contribution to Turkey-Germany relations."	İhalenin sonuçlanmasının ardından basın toplantısı düzenleyen Enerji ve Tabii Kaynaklar Bakanı Berat Albayrak, yarışmayı Alman şirketi Siemens'in kazanmasının bölge ve dünyaya önemli bir mesaj olduğunu belirterek, "Türkiye ve Almanya'nın 200 yıllık tarihsel işbirliği açısından da baktığımızda, bu sonucun Türkiye-Almanya ilişkilerine önemli bir katkı sağlayacağını düşünüyorum."
Our goals are high.	Hedeflerimiz büyük.
The results emerging today have shown how the economy and the energy market are advancing in strong, sure steps.	Bugün ortaya çıkan netice ekonomi ve enerji piyasasının geleceğe ne kadar sağlam ve emin adımlarla yürüdüğünü ortaya koymuştur.
No matter how many regional crisis occur in the world, this tender makes me feel proud that Turkey is showing that it is the most trustworthy and most investable country in the region and in the world.	Dünyada ne kadar bölgesel krizler olursa olsun, Türkiye'nin bölgenin ve dünyanın en güvenilir yatırım yapılabilir ülkelerinin başında geldiğini bu ihale ile ortaya koymaktan dolayı büyük bir gurur duydum.
"For all of Turkey, 80 million are proud of what we see here, and the biggest share belongs to our President who with his 15-year rule and leadership has brought Turkey to this point.	"Tüm Türkiye, 80 milyon olarak gurur duyacağımız bu resimde, en büyük katkı payı, 15 yıllık iktidarı ve liderliği içerisinde, Türkiye'yi bu noktaya taşıyan Cumhurbaşkanımızındır" dedi.
Explaining that with this open, transparent and even cut-throat competitive tender they have begun a new era, Albayrak said: "One of the most important steps is that, until yesterday, a wind energy purchase cost of 10.3 USD per USD cent, including a locally manufactured contribution, became a new historical record of 3.48 USD cent per kilowatt-hour, a world record."	Açık, şeffaf ve kıyasıya rekabetin olduğu ihaleyle yeni bir dönemi başlattıklarını ifade eden Albayrak, şöyle konuştu: "Bunun en önemli adımlarından bir tanesi, düne kadar rüzgârda yerli katkı payıyla kilovatsaat başına 10.3 dolar/cent alım maliyeti, tarihi bir rekorla 3.48 dolar/cente düşerek, bir dünya rekoru fiyatla gerçekleşti."
I feel proud on behalf of my fellow citizens and my country.	Ben bundan, milletim adına, ülkem adına gurur duyuyorum.
Minister Albayrak said that their goal is to first commission locally manufactured panels before the end of 2018. "God willing, we will include locally manufactured wind turbines with the early 2019." he said.	Bakan Albayrak, güneş enerjisinde ilk yerli üretim panellerini 2018 yılı bitmeden devreye almayı hedeflediklerini belirterek, "İnşallah 2019 başına kadar da yerli üretim rüzgâr türbinlerimizi sisteme dahil edeceğiz" dedi.
Turbines will be built in five designated regions.	Türbinler belirlenen 5 bölgede kurulacak.
The wining company will commission a total of 1000 megawatts, with a condition that at least 50 megawatts will be generated by wind power in each of these five regions.	Yarışmayı kazanan firma bu 5 bölgeden her birinde en az 50 megavatlık bir rüzgâr gücü kurmak şartı ile toplamda bin megavatlık bir kurulu gücü hizmete alacak.
The Siemens-Turkerler-Kalyon group will invest over one billion USD.	Siemens-Türkerler-Kalyon grubununyapacağı toplam yatırım 1 milyar doların üzerinde olacak.
With the commissioning of locally manufactured wind turbines, every year three billion kilowatt-hours of electric energy will be produced, and the electrical needs of 1.1 million household met through wind energy.	Yerli rüzgâr santrallerinin işletmeye girmesiyle birlikte her yıl asgari 3 milyar kilovatsaat elektrik enerjisi üretilecek ve yaklaşık 1.1 milyon evin yıllık elektrik ihtiyacı rüzgârdan karşılanacak.
With the wind turbine facility that will be built, there will be secured a reduction of, on average, 1.5 million tonnes of CO2 emissions per year.	Kurulacak rüzgâr tesisleri sayesinde ortalama 1,5 milyon ton CO2/yıl emisyon azalımı da sağlanmış olacak.
The winning firm will build a factory costing over 100 million dollars.	Yarışmayı kazanan firma, 100 milyon doların üzerinde yatırımla fabrika kuracak.
An average of 300–450 locally manufactured wind turbines generating at least 2.3 megawatts of power will be produced in that factory.	Fabrikada en az 2.3 megavat gücünde olmak üzere ortalama 300 ila 450 adet yerli rüzgâr türbini üretimi gerçekleştirilecek.
The consortium will conduct R&D work for ten years in at least three fields out of five in total: wing design, generator design, material technologies, production technologies, innovative gear boxes.	Konsorsiyum, kanat, jeneratör tasarımı, malzeme teknolojileri ve üretim teknikleri, yazılım ve yenilikçi dişli kutusu alanlarından en az üçünde toplam 5 alanda 10 yıl boyunca Ar-Ge çalışması yapacak.
An annual budget of five million USD has been allocated for R&D work which will employ fifty technical staff, 80% of whom should be local engineers.	Ar-Ge çalışmaları için her yıl 5 milyon dolarlık bütçe ayrılırken, yüzde 80'i yerli mühendislerden oluşan 50 teknik personel çalışacak.
The factory will be established twenty-one months after the contract is signed.	Fabrika sözleşme imzalandıktan 21 ay sonra kurulacak.
The project’s licence’s duration is thirty years.	Projenin lisans süresi de 30 yıl.
Kazim Türker, Chairman of Türkerler Construction, one of the companies in the winning consortium, said that there would be around 64% local manufacturing, and 35% of the equipment would be imported. He added "Equipment financing will be undertaken by foreign resources, and we are planning to finance the remainder through local banks".	İhaleyi kazanan konsorsiyumda yer alan Türkerler İnşaat'ın Yönetim Kurulu Başkanı Kazım Türker, projede yerli üretimin yüzde 64 civarında olacağını, yüzde 35 oranında ekipmanın yurtdışından geleceğini belirterek, "Ekipmanların finansmanını yabancı kaynaklardan, kalan kısmı ise yerli bankalardan sağlamayı planlıyoruz" dedi.
Türker emphasised that this tender reflected confidence in the Turkish economy.	Türker, ihalenin Türk ekonomisine olan güveni yansıttığını belirtti.
Kalyon Holding Energy Group’s chairman, Murtaza Ata, said "This has become the tender that will reduce foreign dependency by 1,000 megawatts."	Kalyon Holding Enerji Grup Başkanı Murtaza Ata ise "Türkiye'nin dışa olan bağımlılığını bin megavat daha azaltacak bir ihale oldu."
"We are happy with the result".	"Sonuçtan memnunuz" diye konuştu.
Siemens Gamesa Turkey’s Senior Manager, Hakan Yıldırım, stressed that they have been active in Turkey for 160 years. "We will try our best to reduce per-unit electricity costs".	SIemens Gamesa Türkiye Üst Yöneticisi Hakan Yıldırım da 160 yıldır Türkiye'de faaliyet gösterdiklerini belirterek, "Elektrik birim maliyetini daha düşürmek için elimizden geleni yapacağız" diye konuştu.
The wind turbines to be manufactured in the factory will have be at least 65% domestically manufactured.	Fabrikada üretilecek rüzgâr türbinlerinin yerlilik oranı asgari yüzde 65 olacak.
At least 65% of the 8,000 industrial parts of each wind turbine will be manufactured locally (that is, at least 5,200 parts).	Rüzgâr türbininde bulunan 8 bin endüstriyel parçanın yüzde 65'i yerli olacak (En az 5.200 parça).
In each of five regions, a facility of at least 50 MW will be built, with a total of 1000 MW.	5 bölgenin her birinde en az 50 MW'lık, toplam1000 MW'lık tesis kurulacak.
There will be 3,750 jobs, and each year for 10 years, 5 million USD will be spent on R&D.	3.750 kişilik istihdam olanağı 10 yıl Ar-Ge zorunluluğu 5 milyon dolar Ar-Ge faaliyetlerine her yıl ayrılacak para
In the 1,000MW Wind Turbine Facility, the proportion of locally manufacturing will be 65%, and at least 300–450 wind turbines delivering at least 2.3 MW power will be produced.	1.000MW Rüzgâr Tesisi %65 Yerlilik Oranı En az 2.3 MWe gücünde 300 ila 450 adet yerli rüzgâr türbini üretimi.
An investment of over 1 billion USD will construct a 400 MW/year wind turbine manufacturing capacity. There will be an investment of over 100 million USD in this factory.	1 milyar doların üzerinde yatırım Yılda 400 MW/yıl rüzgâr türbini üretim kapasitesi 100 milyon doların üzerinde fabrika yatırım.
