28-Year-Old Chef Found Dead at San Francisco Mall	28 gadus vecs pavārs atrasts miris Sanfrancisko lielveikalā
Aside from Kate's doppelganger on the cycling track, many people online have been quick to point out how a certain archer could be the twin of A-lister Leonardo DiCaprio.	Neskaitot Keitas līdzinieci riteņbraukšanas trasē, daudzi cilvēki internetā norāda, ka šis lokšāvējs varētu būt superzvaigznes Leonardo Di Kaprio dvīņu brālis.
U.S. Men's Archery Team member Brady Ellison has caused a storm on Twitter after images of him looking eerily similar to the Wolf of Wall Street star surfaced.	ASV vīriešu loka šāvēju komandas dalībnieks Breidijs Elisons izraisīja vētru tviterī, kad tika publicētas fotogrāfijas, kur viņš ļoti līdzinās Volstrītas Vilkam.
And in fact, the archer became aware of the social media frenzy and admitted that he has been hearing that he looks like Leo since he was a kid.	Arī pats sportists pamanīja vētru sociālajos medijos un atzina, ka viņu salīdzina ar Leonardo Di Kaprio jau kopš bērnības.
'I personally don't see a huge resemblance, maybe besides the facial hair,' Brady told Huffington Post.	"Es personīgi neredzu lielu līdzību, izņemot bārdu", Breidijs stāsta izdevumam Huffington Post.
'He is a good-looking dude so I guess it's a compliment.'	"Viņš ir izskatīgs čalis, tādēļ es to uztveru kā komplimentu."
One of the most popular comparisons from London 2012 is undoubtedly going to be pointed out even more this year: the striking likeness between British long jumper Greg Rutherford and popular actor Neil Patrick Harris.	Šogad vēl lielāku popularitāti nešaubīgi gūs viens no populārākajiem 2012. gada Londonas Olimpisko spēļu līdzinieku pāriem: satriecošā līdzība starp britu tāllēcēju Gregu Ruterfordu un populāro aktieri Nīlu Patriku Harisu.
Russian gymnast Aliya Mustafina, with her large, expressive eyes, has been said to be a dead ringer for Cuban-American singer Gloria Estefan.	Krievijas vieglatlēte Alija Mustafina, pateicoties savām lielajām, izteiksmīgajām acīm, tiek salīdzināta ar kubiešu izcelsmes amerikāņu dziedātāju Gloriju Estefanu.
And over in the pool, South African swimmer Cameron van der Burgh has been getting compared to Glee star Matthew Morrison for years now.	Runājot par peldēšanu, Dienvidāfrikas peldētājs Kamerons van der Burgs jau vairākus gadus tiek salīdzināts ar "Radīti skatuvei" zvaigzni Metjū Morisonu.
Changing it up: This user reckons that Nathan is an 'athletic version' of the Inception actor	Pārmaiņas: šis lietotājs pamanījis, ka Nātans ir filmas "Inception" aktiera `sportiska versija` .
Another long-running comparison has been between tennis star Rafael Nadal and actor Josh Hartnett who boast a similar heavy brow and lips.	Tāpat seni līdzinieki ir tenisa zvaigzne Rafaels Nadāls un aktieris Džošs Hartnetu, kuriem ir līdzīgas uzacis un lūpas.
Silver medal swimmer Russia's Yulia Efimova boasts more than just the same sunkissed skin and blonde hair as actress Annalynne McCord, while Team USA's Nathan Adrian has been said by fans to resemble an 'athletic version of Joseph Gorgon Levitt.'	Krievu sudraba medaļniece, peldētāja Jūlija Efimova un aktrise Annalīna Makkorda var lepoties ne tikai ar saulē iedegušu ādu un blondiem matiem. Tikmēr fani uzskata, ka atlētiskais ASV sportists Nātans Adrians līdzinoties Džozefam Gordonam Levitam.
Tough women: Soccer star Hope Solo, left, and Dexter actress Jennifer Carpenter, right, have similar face shapes and eyes	Skarbās sievietes: Futbola zvaigznei (pa kreisi) Houpai Solo un seriāla "Deksters" aktrisei Dženiferai Karpenterei (pa labi) ir līdzīga sejas forma un acis.
Not the only one: One Twitter user was very pleased that others also saw the similaritiest	Nav viens: kāds Twitter lietotājs bija patīkami pārsteigts uzzinot, ka arī citi saskata šīs līdzības
Floating a theory: According to this user, perhaps there is a reason behind the pair's similar looks	Teorija: šis lietotājs uzskata, ka, iespējams, pastāv iemesls kādēļ abas izskatās tik līdzīgas
One Twitter user took to the site recently to declare her happiness that 'the rest of the internet thinks that Hope Solo and Jennifer Carpenter are actually identical.'	Nesen kāds Twitter lietotāja ar patiesu prieku paziņoja, ka "pārējie interneta lietotāji esot vienisprātis, ka Houpa Solo un Dženifera Karpentere faktiski izskatās identiski."
Indeed, the USA soccer star and the Dexter actress share incredibly similar face shapes and eyes.	ASV futbola zvaigznei un seriāla "Deksters" aktrisei tik tiešām ir ļoti līdzīga sejas forma un acis.
Other popular comparisons have included Kerri Walsh-Jennings and her smile that is near-identical to that of actress Laura Linney, as well as gold medal-winning gymnast Gabby Douglas, who boasts her own beautifully broad smile that matches that of Bring It On star Gabrielle Union.	Citi populāri salīdzinājumi attiecas uz Keriju Volšu Dženingsu un viņas smaidu, kas ir gandrīz identisks aktrises Lauras Linnijas smaidam. Tāpat arī zelta medaļas ieguvēja vieglatlēte Gabiju Duglasa lepojas ar skaistu, plašu smaidu, kas līdzinās "Bring It On" zvaigznes Gabrielas Unijonas smaidam.
CBC Olympics commentator apologizes for saying Chinese swimmer 'died like a pig'	CBC Olimpisko spēļu komentētājs atvainojas par savu komentāru, ka ķīniešu peldētāja esot 'nobeigusies kā cūka'.
Byron MacDonald's analysis of 14-year-old Ai Yanhan's fourth place finish at the women's 4x200m freestyle relay outraged viewers of CBC's live Olympic coverage on Wednesday	Bairona Makdonalda analīze par 14 gadus vecās Ai Yanhas finišu ceturtajā vietā 4x200 m brīvā stila stafetē sievietēm, izsauca sašutuma vētru CBC skatītājos.
Canadian broadcaster CBC has been forced to apologize after one of its commentators said a 14-year-old female Chinese swimmer 'went out like stink' and 'died like a pig' during a race.	Kanādas kanāls CBC bija spiests atvainoties, jo viens no tā komentētājiem izteicis komentārus, ka 14 gadus vecā ķīniešu peldētāja no sacensībām esot "izlidojusi no sacensībām, ka nosmirdēja vien" un "nobeigusies kā cūka".
Commentator Byron MacDonald thought his mic was turned off when he started to dispense some of his own opinions at the end of the women's 4x200m freestyle relay final.	Komentētājs Bairons Makdonalds domāja, ka viņa mikrofons bija izslēgts, kad 4x200 m brīvā stila stafetes sievietēm fināla noslēgumā izklāstīja savu personīgo viedokli .
MacDonald, who was brought on board CBC's commentary team to provide 'color' could be heard saying: 'That little 14-year-old from China dropped the ball, baby'.	Makdonalds, kurš tika iekļauts CBC komentētāju komandā, lai piešķirtu komentāriem dzīvīgumu, teica: "Tā mazā četrpadsmitgadniece no Ķīnas nespēj turēt līdzi".
Too excited, went out like stink, died like a pig.	"Pārāk ieskrējusies, viņa izlidoja no sacensībām, ka nosmirdēja vien un nobeidzās kā cūka".
Thanks for that.	Liels paldies!
Chinese swimmer Ai Yanhan, 14, swam the second leg of the relay in 1:57.79 - 1.61 seconds slower than Canada's Taylor Ruck, allowing the Canadians to close the gap on China.	14 gadus vecā Ķīniešu peldētājas Ai Yanhana rezultāts otrajā posmā bija 1:57.79, tas ir 1.61 sekundes lēnāk nekā kanādietes Teilores Ruckas rezultāts, ļaujot kanādiešiem panākt Ķīnu.
Viewers across Canada were quick to react online after being shocked by the tone and the language used	Skatītāji visā Kanādā nekavējoties reaģēja internetā, jo bija šokēti, dzirdot šādu toni un izteicienus.
Emmett Macfarlane tweeted, "Did the CBC announcer just say the 14-year-old swimmer from China 'died like a pig'"????	Emets Makfarlains ierakstīja Twitter: "Vai tiešam CBC komentētājs tikko teica, ka 14 gadīgā peldētāja no Ķīnas "nobeidzās kā cūka"????".
The idiot didn't realize they were still on the air.'	Idiots nesaprata, ka viņi vēl arvien bija tiešajā ēterā.
Ai Yanhan of China in the Women's 4 x 200m Freestyle Relay Final was described as: 'That little 14-year-old from China dropped the ball, baby.'	Ai Yanha no Ķīnas 4x200m brīvā stila finālā sievietēm tika nosaukta par "mazo četrpadsmitgadnieci no Ķīnas, kas netur līdzi."
Criticism on Twitter came thick and fast against Byron MacDonald with many calling him out	Kritika pret Baironu Makdonaldu ātri pieņēmās spēkā, jo daudzi pieprasīja paskaidrojumus.
Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being	Twitter lietotāji nespēja noticēt, dzirdot Bairona Makdonalda neiejūtīgos komentārus.
Another twitter user, Sarah Paradis, wrote: 'Wow #ByronMacDonald.	Twitter lietotāja Sāra Paradi rakstīja: "Oho, #ByronMacDonald.
You represent the CBC and Canada and make us all sound like a bunch of racists. #disgusted.	Tu pārstāvi CBC un Kanādu un Tevis dēļ mēs visi izklausāmies kā rasisti. #pretīgi.
Soon after, Scott Russel who was hosting CBC's broadcast apologized on-air for MacDonald's comment, saying: 'We apologize the comment on a swim performance made it to air.'	Drīz pēc tam Skots Rasels, kurš tobrīd vadīja CBC tiešraidi, atvainojās par Makdonalda komentāriem, sakot: "Mēs atvainojamies, ka komentārs par peldēšanas rezultātu atskanēja tiešajā ēterā."
It was an unfortunate choice of words, we're sorry it happened.'	Tā bija neveiksmīga vārdu izvēle un mums ir ļoti žēl, ka tā notika.
CBC ended up apologizing more than 90 times to people who had tweeted in response to the remark	CBC atvainojās vairāk nekā 90 cilvēkiem, kuri bija reaģējuši Twitter uz šo komentāru.
Fellow commentator, Scott Russel, had to make an apology on MacDonald's behalf	Makdonalda kolēģim Skotam Raselam nācās atvainoties viņa vietā.
CBC then copied and pasted their apology to more than 90 other twitter users who complained about MacDonald's comments	Tad CBC iekopēja atvainošanos vairāk nekā 90 Twitter lietotājiem, kuri sūdzējās par Makdonalda komentāru.
The network was also quick to apologize and released a statement.	Arī kanāls ātri publicēja atvainošanos un paziņojumu.
We sincerely regret that these statements were made, and that they were allowed to go to air.	Mēs ļoti nožēlojam, ka tika izteikti šādi komentāri un tie nonāca tiešajā ēterā.
We moved quickly last night to apologize to our viewers on-air and to our followers on Social media.	Vakar mēs nekavējoties reaģējām un atvainojāmies visiem tiešraides skatītājiem un sekotājiem sociālajos medijos.
To be clear, Byron's comments were related to the swimmer's performance, not to her as an individual.	Skaidrības labad jāsaka, ka Bairona komentāri tika izteikti par peldētājas sniegumu, nevis adresēti viņai personīgi.
That said, they were inappropriate and an unfortunate choice of words and Byron is very sorry for what he said.	Taču tie jebkura gadījumā bija neprofesionāli un neveiksmīgi izvēlēti izteikumi un Bairons ļoti nožēlo notikušo.
On Thursday afternoon, MacDonald apologized on-air and attempted to qualify his remark by stating he didn't mean for it to be construed as a personal attack.	Ceturtdienas pēcpusdienā Makdonalds personīgi atvainojās tiešajā ēterā un mēģināja paskaidrot, ka viņš nedomāja, ka viņa komentārs tiks uztverts kā personisks uzbrukums.
'I would like to take a moment to apologize for a comment that I made last night after the women's relay,' he said on CBC's Olympic broadcast.'	CBC Olimpiskos spēļu tiešraidē viņš teica: "Es gribētu izmantot brīdi un atvainoties par komentāru, kuru vakar izteicu pēc sieviešu brīvā stila sacensībām."
'I was referring to a swimmer's performance, and not to them as a person.'	Es runāju par peldētājas sniegumu, nevis par viņu personīgi.
'Needless to say, there was no disrespect intended and I'm very sorry.'	Lieki teikt, ka es nebiju domājis izrādīt necieņu un man tiešām ļoti žēl, ka tā notika.
