Munich 1856: Four maps that will change your view of the city	München 1856: Vier Karten, die Ihren Blick auf die Stadt verändern
Garcia said the focus was to show punching strength, then box.	Garcia sagte, der Fokus sei, Schlagstärke zu zeigen, dann Boxen.
They both said they can feel the momentum building for their own bout.	Beide sagten, sie könnten das Momentum, das sich für den eigenen Kampf aufbaute, spüren.
"This is the fight to be made.	"Dies ist der Kampf, der durchgeführt werden muss.
No other fight creates as much attention and buzz.	Kein anderer Kampf schafft so viel Aufmerksamkeit und Begeisterung.
I'm more than happy to work at it," Garcia said.	Ich bin mehr als glücklich, daran zu arbeiten", sagte Garcia.
Said Lomachenko: "I've waited for the top fighters, and this is Mikey.	Lomachenko sagte: "Ich habe auf die Top-Kämpfer gewartet, und das ist Mikey.
It will be a great fight."	Es wird ein toller Kampf sein."
Four injured after burst tyre	Vier Verletzte nach Reifenplatzer
In an accident on the A7 on Thursday afternoon, four people were injured, some severely.	Bei einem Unfall auf der A7 wurden am Donnerstag Nachmittag vier Personen zum Teil schwer verletzt.
According to initial reports, the driver of an Opel Zaifra lost control of his vehicle at around 4.30pm, shortly before the Marktbreit junction, after a burst tyre.	Nach ersten Informationen verlor der Fahrer eines Opel Zafira gegen 16.30 Uhr kurz vor der Anschlussstelle Marktbreit vermutlich nach einem Reifenplatzer die Kontrolle über sein Fahrzeug.
The car slid right into the embankment, where it overturned and then lay on its roof, on the grass verge.	Der Pkw schleuderte nach rechts in die Böschung, wo er sich überschlug und dann auf dem Dach im Grünstreifen liegen blieb.
The four passengers – two adults and two children – were, in part, severely injured in the accident.	Die vier Insassen - zwei Erwachsene und zwei Kinder - wurden bei dem Unfall teils schwer verletzt.
While first aid was being given to the injured by the emergency services, the A7 was closed for around an hour in the northerly direction, before traffic was able to be led round the site of the accident in the left lane.	Während der Erstversorgung der Verletzten durch den Rettungsdienst war die A7 in Richtung Norden für etwa eine Stunde gesperrt, anschließend konnte der Verkehr auf dem linken Fahrstreifen an der Unfallstelle vorbeigeleitet werden.
Fortunas Hoffmann: "Three at the back works better"	Fortunas Hoffmann: "Dreierkette funktioniert besser"
Andre Hoffmann hopes after the 2:2 to kick off the season against Braunschweig that the optimisation of the defence formation will bring points in Aue.	Andre Hoffmann hofft nach dem 2:2 zum Saisonauftakt gegen Braunschweig, dass die Optimierung der Abwehrformation in Aue Punkte bringt.
Andre Hoffmann was content with the first game of the season, and with the result too, were it not for the two own goals in the 2:2 against Braunschweig.	Mit dem ersten Saisonspiel war Andre Hoffmann zufrieden, mit dem Ergebnis auch, wären da nicht die beiden Gegentore beim 2:2 gegen Braunschweig gewesen.
"That was two own goals too many, and in Aue, we have to take better care still," says the defender from Fortuna Düsseldorf.	"Das waren zwei Gegentore zu viel, und wir müssen in Aue noch besser aufpassen", sagt der Abwehrspieler von Fortuna Düsseldorf.
The line of three at the back is to be optimised even further in the Ore mountains.	Im Erzgebirge soll die Dreierkette auch weiter optimiert werden.
And the Fortunas don't want to let in any more goals after free kicks either.	Und ein Tor nach einem Freistoß wollen sich die Fortunen auch nicht mehr einfangen.
"In future, no-one will stand on the line next to Michael (Rensing) any more."	"Für die Zukunft wird es so sein, dass sich keiner mehr neben Michael (Rensing) auf die Linie stellt."
Hoffmann is convinced that his team manages better with the three-at-the-back formation, even after the experiences in the build-up.	Hoffmann ist überzeugt, dass seine Mannschaft auch nach den Erfahrungen in der Vorbereitung mit der Dreierkette besser zurechtkommt, als mit der Viererkette.
"I don't know yet how we will play in Aue," said the coach Friedhelm Funkel, but Hoachmann is sure of himself, "because in Kaan Ayhan and Niko Gießelmann, we particularly have players in the back three in the half positions that can build well," said Hoffmann.	"Noch weiß ich nicht wie wir in Aue agieren werden", sagt sein Trainer Friedhelm Funkel, doch Hoffmann ist sich seiner Sache sicher, "weil wir gerade in der Dreierkette auf den Halbpositionen in Kaan Ayhan und Niko Gießelmann Spieler haben, die gut aufbauen können", sagte Hoffmann.
"However, a prerequisite is that we harmonise even better together and don't commit so many passing errors in the build up."	"Voraussetzung ist, aber, dass wir noch besser harmonieren und wir uns im Aufbau nicht so viele Abspielfehler leisten."
Naturally, Hoffmann is also travelling to Aue to win the game.	Natürlich fährt auch Hoffmann nach Aue, um das Spiel zu gewinnen.
"Whether after one draw though one can talk of a failed start, I don't know.	"Ob man aber nach einem Unentschieden von einem misslungenen Start sprechen kann, weiß nicht.
The performance could by all means be okay," said Hoffmann.	Die Leistung könnte ja durchaus okay sein", meinte Hoffmann.
"However, if we're standing there on Sunday with four points and can concentrate on the cup, we'll certainly be able to talk of a decent season kick-off."	"Falls wir aber am Sonntag mit vier Punkten dastehen und uns auf den Pokal konzentrieren können, werden wir sicherlich von einem ordentlichen Saisonauftakt sprechen können."
His coach didn't want to hear any of that.	Davon wollte sein Trainer nichts wissen.
"I will first judge our start to the season after six to eight matches," said Friedhelm Funkel, who did not wish to talk of an advantage over Aue just because the Saxony team's game in Heidenhelm had to be cut-off early due to a storm.	"Den Start in die Saison beurteile ich erst nach sechs bis acht Spieltagen", sagte Friedhelm Funkel, der nicht von einem Vorteil gegenüber Aue sprechen möchte, nur weil das Spiel der Sachsen in Heidenheim vorzeitig wegen eines Unwetters abgebrochen werden musste.
"Now they are effectively able to start the season with a home game," said Funkel, and Hoffman believes that the players from Aue could perhaps even be somewhat fresher, since they don't have any difficult and full games like Fortuna against one of the promotion favourites resting in their bones.	"Jetzt können sie die Saison quasi mit einem Heimspiel beginnen", sagte Funkel und Hoffmann glaubt, dass die Spieler aus Aue vielleicht sogar etwas frischer sein könnten, da sie kein schweres und komplettes Spiel wie Fortuna gegen einen Aufstiegsfavoriten in den Knochen hätten.
"But they don't know 100 per cent where they stand at the moment," says the Fortuna central defender.	"Aber sie wissen nicht so 100-prozentig wo sie derzeit stehen", sagt der Innenverteidiger der Fortuna.
Admittedly, the guests from the Rhineland go into the encounter on Sunday in the finally (almost) finished Aue stadium as slight favourites.	Zwar gehen die Gäste aus dem Rheinland als leichter Favorit am Sonntag in die Begegnung im endlich (fast) fertigen Stadion von Aue.
"That we are going to sweep them away just because we can claim a place amongst the top six is ridiculous," says Funkel, whose balance sheet against Aue, with only one defeat in nine games, is thoroughly positive.	"Dass wir sie wegfegen, nur weil wir den Anspruch haben, unter die ersten Sechs zu kommen, ist Blödsinn", sagt Funkel, dessen Bilanz bei nur einer Niederlage gegen Aue aus neun Spielen durchaus positiv ist.
"There is no team in the second Bundesliga that one has to beat from the outset," explains Fortuna's head coach.	"Es gibt keine Mannschaft in der 2. Bundesliga, die man von vornherein schlagen muss", erklärt Fortunas Chefcoach.
"To give such a statement would be arrogant and presumptuous."	"Eine solche Aussage zu treffen wäre arrogant und überheblich".
And Funkel does not under any circumstances want to see his players like that on Sunday.	Und so will Funkel seine Spieler am Sonntag auf keinen Fall erleben.
New results of Sweden's asylum age assessment tests released	Neue Ergebnisse der schwedischen Asylalter-Bewertungstests veröffentlicht
The latest results of tests on asylum seekers in Sweden subjected to a new method of medically assessing their age show that over 80 percent tested were judged to be older than 18, but not everyone has faith in their accuracy.	Die jüngsten Ergebnisse von Tests für Asylsuchende in Schweden, die einer neuen Methode zur medizinischen Beurteilung ihres Alters unterzogen wurden, zeigen, dass mehr als 80 Prozent der getesteten Personen älter als 18 Jahre sind. Aber nicht jeder glaubt an die Genauigkeit dieser Ergebnisse.
Sweden's national Forensic Medicine Agency (Rättsmedicinalverket) started carrying out the tests earlier year.	Die schwedische Behörde für Forensische Medizin (Rättsmedicinalverket) hat mit der Durchführung der Tests im vergangenen Jahr begonnen.
They are designed to make age assessment during the asylum process more accurate after the Swedish Migration Agency (Migrationsverket) was criticized for failings in assessing the correct age of some refugees claiming to be underage.	Sie sollen während des Asylverfahrens die Einschätzung des Alters genauer machen, nachdem die schwedische Migrationsbehörde (Migrationsverket) wegen Fehlern bei der Beurteilung des korrekten Alters einiger Flüchtlinge kritisiert wurde, die minderjährig waren.
To date Migrationsverket has sent 6,880 cases to be tested, and the Forensic Medicine Agency has now released the results of a total of 2,481 tests from the period between mid March until July 31st, 2017.	Bis heute hat Migrationsverket 6.880 zu testende Fälle verschickt und die Forensic Medicine Agency hat nun die Ergebnisse von insgesamt 2.481 Tests aus der Zeit von Mitte März bis zum 31. Juli 2017 veröffentlicht.
Eighty percent (2002) were judged to be 18 or over, while in a further 25 cases the Forensic Medicine Agency judged that the subject was "possibly 18 or over."	Achtzig Prozent (2002) wurden als 18 oder älter beurteilt, während in weiteren 25 Fällen die Forensic Medicine Agency beurteilte, dass die Person "möglicherweise 18 Jahre oder älter" war.
In 432 cases the conclusion was that the person is "possibly under 18."	In 432 Fällen war die Schlussfolgerung, dass die Person "möglicherweise unter 18 Jahre alt ist".
The tests are only carried out in cases where the person's age is in question.	Die Tests werden nur in Fällen durchgeführt, in denen das Alter der Person in Frage gestellt wird.
According to Johan Göransson from the Forensic Medicine Agency, the results are consistent with previous months.	Laut Johan Göransson von der Forensic Medicine Agency, sind die Ergebnisse bei den vergangenen Monaten beständig.
